prompt_text,measure_id,measure_name,scale_id,item_id,item_preamble_id,item_postamble_id,response_scale_id,response_choice_postamble_id,model_id,model_output,valid_prob_mass,logprob_1,logprob_2,logprob_3,logprob_4,logprob_5
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Considering the statement, ""I am often in a bad mood"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip96,d37-cs6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9149052288793122,-4.775548458099365,-6.713596820831299,-1.6264177560806274,-1.4611612558364868,-0.7409559488296509
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Considering the statement, ""I don't know why I do some of the things I do"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip51,d37-cs6,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9147337449813879,-5.609837532043457,-7.872744560241699,-1.8624374866485596,-1.2961418628692627,-0.7302009463310242
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Considering the statement, ""[REDACTED]"", please rate how characteristic or uncharacteristic this is of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,ANGR,bpaq16,d37-cs6,plk-bpaq-103,likert5_numeric,none,llama2:7b-chat,4,0.9457140804861277,-5.965732574462891,-6.611039161682129,-1.14753258228302,-0.5894614458084106,-2.662714958190918
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""Has trouble paying attention"", please rate your level of agreement or disagreement on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-CON,bf43,d37-ev2,plk-bfi-103,likert5_numeric,none,llama2:7b-chat,5,0.9391354509872797,-3.5500922203063965,-6.992183208465576,-1.7655442953109741,-2.2670645713806152,-0.45446908473968506
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""I dislike myself"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip41,d37-ev2,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,3,0.9597995162777058,-2.4513351917266846,-5.907945156097412,-0.8700345158576965,-2.1722633838653564,-1.084571123123169
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""I do things according to a plan"", please rate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip130,d37-ev2,plk-ipip-9,likert5_numeric,none,llama2:7b-chat,5,0.923110162095385,-4.9127984046936035,-7.367747783660889,-1.3575025796890259,-1.4976316690444946,-0.8343302011489868
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""I go on binges"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip111,d37-ev2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9368482677822725,-3.9316511154174805,-7.003913879394531,-1.7758827209472656,-1.5433578491210938,-0.6286105513572693
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""I love life"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip147,d37-ev2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9667081227924129,-5.879170894622803,-9.215267181396484,-2.8874316215515137,-1.9244343042373657,-0.2716327905654907
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""[REDACTED]"", rate how characteristic this is of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,VRBL,bpaq13,d37-ev2,plk-bpaq-0,likert5_numeric,none,llama2:7b-chat,4,0.9857172457530718,-7.1092939376831055,-8.101086616516113,-2.106867790222168,-0.26358118653297424,-2.3572206497192383
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Evaluating the statement, ""[REDACTED]"", think about how much that person is or is not like you. Rate how much the person described is like you on a scale from 1 to 6 (where 1 = ""not like me at all"", 2 = ""not like me"", 3 = ""a little like me"", 4 = ""moderately like me"", 5 = ""like me"", and 6 = ""very much like me"").

RATING: ",PVQ,Portrait Values Questionnaire (PVQ-RR),CONF,pvq22,d37-ev2,plk-pvq-0,likert6_numeric,none,llama2:7b-chat,5,0.9773558350787477,-7.351007461547852,-8.196125030517578,-4.27202033996582,-1.4543206691741943,-0.4338414669036865
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Reflecting on the statement, ""I am not really interested in others"", please indicate how accurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip242,d37-rf2,plk-ipip-3,likert5_numeric,none,llama2:7b-chat,5,0.9555581771130163,-4.600743770599365,-7.413672924041748,-1.3711674213409424,-2.076146364212036,-0.5697129368782043
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Reflecting on the statement, ""I dislike loud music"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip292,d37-rf2,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,3,0.9386309394007466,-3.5899453163146973,-5.771031856536865,-0.6733765006065369,-1.9502034187316895,-1.3638062477111816
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Regarding the statement, ""I act comfortably with others"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-EXT,ipip92,d37-rg6,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9540561729008313,-6.624929904937744,-8.909964561462402,-2.7564480304718018,-1.8726303577423096,-0.30739715695381165
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Regarding the statement, ""I adapt easily to new situations"", please indicate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-NEU,ipip271,d37-rg6,plk-ipip-103,likert5_numeric,none,llama2:7b-chat,5,0.9830384804830761,-5.472149848937988,-7.618215560913086,-1.3899210691452026,-1.7815836668014526,-0.5782507658004761
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Regarding the statement, ""I enjoy examining myself and my life"", please rate how accurate or inaccurate this is about you on a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-OPE,ipip103,d37-rg6,plk-ipip-109,likert5_numeric,none,llama2:7b-chat,3,0.9444083363167444,-4.40798807144165,-6.635338306427002,-0.8849589228630066,-1.9344127178192139,-0.9843680262565613
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Regarding the statement, ""[REDACTED]"", please rate how much you agree on a scale from 1 to 5 (where 1 = ""very slightly or not at all agree"", 2 = ""agree a little"", 3 = ""agree moderately"", 4 = ""agree quite a bit"", and 5 = ""agree extremely"").

RATING: ",PANAS,Positive and Negative Affect Schedule (PANAS) Scales,NA,panas15,d37-rg6,plk-panas-9,likert5_numeric,none,llama2:7b-chat,5,0.9467378885361158,-6.389466285705566,-8.291008949279785,-2.762660264968872,-2.263343095779419,-0.25143739581108093
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Thinking about the statement, ""Has a good, strong personality"", please indicate the extent to which you agree or disagree on a scale from 1 to 5 (where 1 = ""disagree strongly"", 2 = ""disagree a little"", 3 = ""neither agree nor disagree"", 4 = ""agree a little"", and 5 = ""agree strongly"").

RATING: ",BFI,Big Five Inventory,BFI-EXT,bf26,d37-th2,plk-bfi-0,likert5_numeric,none,llama2:7b-chat,5,0.9947680778836965,-5.890586853027344,-9.488518714904785,-2.969841957092285,-3.609696388244629,-0.09041111916303635
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Thinking about the statement, ""I have little to contribute"", please rate how accurately this describes you a scale from 1 to 5 (where 1 = ""very inaccurate"", 2 = ""moderately inaccurate"", 3 = ""neither accurate nor inaccurate"", 4 = ""moderately accurate"", and 5 = ""very accurate"").

RATING: ",IPIP300,IPIP-NEO-300,IPIP300-CON,ipip245,d37-th2,plk-ipip-0,likert5_numeric,none,llama2:7b-chat,5,0.9026664582438292,-3.990011692047119,-7.13921594619751,-1.4258999824523926,-1.9734482765197754,-0.6849713325500488
"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I'm a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber."". Thinking about the statement, ""[REDACTED]"", please indicate to what extent this is characteristic of you on a scale from 1 to 5 (where 1 = ""extremely uncharacteristic of me"", 2 = ""uncharacteristic of me"", 3 = ""neither characteristic nor uncharacteristic of me"", 4 = ""characteristic of me"", and 5 = ""extremely characteristic of me"").

RATING: ",BPAQ,Buss-Perry Aggression Questionnaire,PHYS,bpaq4,d37-th2,plk-bpaq-9,likert5_numeric,none,llama2:7b-chat,4,0.9577120782535886,-5.180205821990967,-8.173819541931152,-2.0562891960144043,-0.8476938605308533,-0.9276708960533142
